"comment","id","location","location2","sticker","conditiontext","haspartslist","wantpartslist","collid","baverage","average","avgweight","rank","numowned","objecttype","originalname","minplayers","maxplayers","playingtime","maxplaytime","minplaytime","yearpublished","bggrecplayers","bggbestplayers","bggrecagerange","bgglanguagedependence","publisherid","imageid","year","language","other","itemtype","barcode","pricepaid","pp_currency","currvalue","cv_currency","acquisitiondate","acquiredfrom","quantity","privatecomment","invlocation","invdate","version_publishers","version_languages","version_yearpublished","version_nickname"
"Tinderblox","295192","","","","","","","110658285","597.164","67.579","1","3053","4381","thing","Tinderblox","2","6","15","15","3","2020","2,3,4,5,6","3,4","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Tintenherz","27712","","","","","","","111242820","549.352","528.543","1.6","23230","204","thing","Tintenherz","2","6","40","40","30","2007","2,3,4,5,6","4","","","","","","","","standalone","","","","","","","","","","","","KOSMOS","German","2007","German edition"
"Tiny Towns","265736","","","","","","","110745580","702.266","722.369","20.611","431","31640","thing","Tiny Towns","1","6","60","60","45","2019","1,2,3,4,5","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Tofu God","337835","","","","","","","110657558","0","635.294","0","0","29","thing","Tofu God","2","6","20","20","20","2021","","","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Top Ten","300905","","","","","","","110493838","669.981","748.357","10.909","858","6224","thing","Top Ten","4","9","30","30","30","2020","4,5,6,7,8,9","6,7,2008","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Torres","88","","","","","","","110490924","67.734","708.828","28.594","731","14064","thing","Torres","2","4","60","60","60","1999","2,3,2004","4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Trails","338628","","","","","","","112785632","643.329","706.941","17.867","1367","10573","thing","Trails","2","4","40","40","20","2021","2,3,2004","2","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Feuerland Spiele","German","2021","German edition"
"Tranquility","288513","","","","","","","110492793","63.415","697.413","13.636","1577","5741","thing","Tranquility","1","5","20","20","15","2020","1,2,3,4","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"TransAmerica","2842","","","","","","","110497534","642.356","668.641","13.461","1389","8311","thing","TransAmerica","2","6","30","30","30","2001","3,4,5,6","5,6","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Trek 12: Himalaya","303672","","","","","","","110495970","62.109","683.557","14.667","1982","4557","thing","Trek 12: Himalaya","1","50","30","30","15","2020","1,2,3,4,5,6,7,8","3,4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Tribes of the Wind","362986","","","","","","","110490791","640.474","739.694","26.543","1421","3464","thing","Tribes of the Wind","2","5","90","90","40","2022","2,3,2004","3","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Trivial Pursuit: 1980s","19466","","","","","","","110489320","548.205","530.608","2","24601","346","thing","Trivial Pursuit: 1980s","2","24","40","40","40","2000","4,5,2006","4","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Trivial Pursuit: Decades – 2010 to 2020","352164","","","","","","","110595604","549.462","548.529","1","23055","255","thing","Trivial Pursuit: Decades – 2010 to 2020","2","6","0","0","0","2021","2,3,4,5,6","2","14+","","","","","","","standalone","","","","","","","","","","","","","","",""
"Trivial Pursuit: Friends","256214","","","","","","","116131499","551.546","575.068","1","18228","580","thing","Trivial Pursuit: Friends","2","99","0","0","0","2018","2,3,4,5,6","2,4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Truck Off: The Food Truck Frenzy","217020","","","","","","","112785031","570.215","66.416","13.077","5683","1403","thing","Truck Off: The Food Truck Frenzy","2","6","30","30","30","2017","3,4,5,6","4,5","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","Adam's Apple Games, LLC","English","2017","English edition"
"Tsuro","16992","","","","","","","111690250","653.893","666.694","12.215","1143","42436","thing","Tsuro","2","8","20","20","15","2020","2,3,4,5,6,7,8","4,6","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Calliope Games","Dutch  English  German  Greek  Italian  Portuguese  Spanish","2020","Calliope multilingual edition 2020"
"Turing Machine","356123","","","","","","","110658173","713.312","771.605","2.443","332","12738","thing","Turing Machine","1","4","20","20","20","2022","1,2,3,4","1","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Typ-Dom","9226","","","","","","","110491085","0","53.913","1.5","0","66","thing","Typ-Dom","2","6","30","30","30","1936","","","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Tzolk'in: The Mayan Calendar","126163","","","","","","","110491905","770.261","786.016","36.663","59","46380","thing","Tzolk'in: The Mayan Calendar","2","4","90","90","90","2012","2,3,2004","4","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Ubongo","16986","","","","","","","110490985","6.437","668.582","15.069","1355","13295","thing","Ubongo","1","4","25","25","25","2003","2,3,2004","4","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Ubongo Trigo","118553","","","","","","","110489931","559.324","642.564","1.5","8755","607","thing","Ubongo Trigo","1","4","20","20","20","2012","1,2,3,4","3,4","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Ubongo! Junior","118568","","","","","","","110685541","561.721","665.346","15.714","7725","710","thing","Ubongo! Junior","2","4","20","20","20","2012","2,3,2004","3,4","4–10","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Uisge","11421","","","","","","","110495989","551.506","617.234","2","18324","150","thing","Uisge","2","2","30","30","30","1983","2","2","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Um Reifenbreite","442","","","","","","","110496069","61.762","678.339","19.598","2103","4087","thing","Um Reifenbreite","2","4","90","90","60","1979","3,4","4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Unangenehme Gäste","188866","","","","","","","110496713","711.928","758.108","23.056","350","14514","thing","Awkward Guests: The Walton Case","1","8","75","75","45","2021","2,3,4,5,6","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","Taverna Ludica Games","German","2021","German edition"
"Unlock! Kids: Detective Stories","327056","","","","","","","110493177","615.954","77.605","15.833","2177","2275","thing","Unlock! Kids: Detective Stories","1","4","60","60","20","2021","1,2","2","6–12","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Unlock!: Escape Adventures – The Island of Doctor Goorse","216094","","","","","","","110488406","606.934","666.885","2.96","2556","3587","thing","Unlock!: Escape Adventures – The Island of Doctor Goorse","2","6","60","60","60","2017","2,3,4,5,6","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Unlock!: Mystery Adventures – The Tonipal's Treasure","230305","","","","","","","110488165","621.706","695.653","24.545","1962","3838","thing","Unlock!: Mystery Adventures – The Tonipal's Treasure","1","6","60","60","60","2017","1,2,3,4","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Unmatched: Battle of Legends, Volume One","274637","","","","","","","110489308","723.987","773.582","19.112","258","17468","thing","Unmatched: Battle of Legends, Volume One","2","4","40","40","20","2019","2,4","2","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"UNO","2223","","","","","","","110490756","53.375","54.572","11.039","26324","59328","thing","UNO","2","10","30","30","30","1971","2,3,4,5,6,7,8","4,5,2006","5+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"UNO Flip!","271460","","","","","","","110496632","583.573","632.041","12.766","4014","8657","thing","UNO Flip!","2","10","30","30","30","2019","2,3,4,5,6,7","4","5+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"UNO: All Wild!","352997","","","","","","","110557339","537.616","461.014","1","26268","1392","thing","UNO: All Wild!","2","10","30","30","15","2021","3,4,5,6,7,8","4,5","6+","","","","","","","standalone","","","","","","","","","","","","","","",""
"Unsolved: Hunt for the Truth","368123","","","","","","","110497494","549.854","543.906","1.5","22307","101","thing","Unsolved: Hunt for the Truth","1","6","45","45","45","2022","1,2","1","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Unter Spannung","42206","","","","","","","111375762","559.956","609.348","11.034","8441","1506","thing","7 Ate 9","2","4","5","5","5","2016","2,3,2004","4","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","AMIGO","German","2016","German edition"
"Valley of the Vikings","269526","","","","","","","110495030","585.119","662.022","13.478","3901","1970","thing","Valley of the Vikings","2","4","20","20","15","2019","2,3,2004","3,4","5+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Verborgen im Museum","376314","","","","","","","110977112","0","5.4","0","0","27","thing","Verborgen im Museum","1","4","75","75","75","2023","","","","","","","","","","standalone","","","","","","","","","","","","moses. Verlag GmbH","German","2023","German edition"
"Verdant","334065","","","","","","","110491038","676.371","737.238","20.598","748","11487","thing","Verdant","1","5","60","60","45","2022","1,2,3,4","2,3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Verkopft","290713","","","","","","","110492188","0","5.52","0","0","82","thing","Verkopft","3","10","60","60","15","2019","","","","","","","","","","standalone","","","","","","","","","","","","","","",""
"Villa Paletti","2596","","","","","","","110497731","611.117","64.195","11.613","2385","5903","thing","Villa Paletti","2","4","30","30","30","2001","2,3,2004","4","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
